time,open,high,low,close,tick_volume,spread
2026-06-01T08:00:00Z,2050.00,2050.20,2049.66,2050.06,47,109
2026-06-01T08:01:00Z,2050.06,2050.25,2049.24,2049.26,48,112
2026-06-01T08:02:00Z,2049.26,2049.92,2049.26,2049.79,47,89
2026-06-01T08:03:00Z,2049.79,2050.98,2049.68,2050.98,49,130
2026-06-01T08:04:00Z,2050.98,2051.73,2050.33,2050.97,51,80
2026-06-01T08:05:00Z,2050.97,2051.27,2048.38,2048.80,56,86
2026-06-01T08:06:00Z,2048.80,2049.76,2047.90,2049.76,48,96
2026-06-01T08:07:00Z,2049.76,2051.45,2049.76,2050.37,55,71
2026-06-01T08:08:00Z,2050.37,2050.84,2050.00,2050.70,49,89
2026-06-01T08:09:00Z,2050.70,2050.82,2050.27,2050.66,47,98
2026-06-01T08:10:00Z,2050.66,2052.00,2050.50,2051.33,53,72
2026-06-01T08:11:00Z,2051.33,2052.17,2051.32,2052.17,41,70
2026-06-01T08:12:00Z,2052.17,2053.11,2052.00,2052.88,48,81
2026-06-01T08:13:00Z,2052.88,2053.88,2052.88,2053.87,42,52
2026-06-01T08:14:00Z,2053.87,2054.58,2053.38,2053.38,49,56
2026-06-01T08:15:00Z,2053.38,2054.03,2052.80,2053.03,42,52
2026-06-01T08:16:00Z,2053.03,2053.62,2052.57,2052.75,49,51
2026-06-01T08:17:00Z,2052.75,2053.52,2052.75,2053.52,50,74
2026-06-01T08:18:00Z,2053.52,2053.52,2052.47,2053.30,43,45
2026-06-01T08:19:00Z,2053.30,2054.05,2052.89,2053.87,41,54
2026-06-01T08:20:00Z,2053.87,2053.87,2052.21,2052.97,43,67
2026-06-01T08:21:00Z,2052.97,2053.20,2051.60,2053.20,44,53
2026-06-01T08:22:00Z,2053.20,2054.01,2053.20,2053.80,35,51
2026-06-01T08:23:00Z,2053.80,2055.67,2053.80,2055.04,34,54
2026-06-01T08:24:00Z,2055.04,2056.30,2055.04,2055.86,38,60
2026-06-01T08:25:00Z,2055.86,2057.33,2055.73,2057.17,34,41
2026-06-01T08:26:00Z,2057.17,2058.42,2056.79,2057.94,48,46
2026-06-01T08:27:00Z,2057.94,2058.99,2057.30,2058.84,32,52
2026-06-01T08:28:00Z,2058.84,2059.21,2058.63,2059.21,33,38
2026-06-01T08:29:00Z,2059.21,2059.71,2058.73,2059.71,47,38
2026-06-01T08:30:00Z,2059.71,2059.71,2058.18,2058.41,45,40
2026-06-01T08:31:00Z,2058.41,2058.75,2057.42,2057.42,36,51
2026-06-01T08:32:00Z,2057.42,2058.01,2056.09,2056.14,38,39
2026-06-01T08:33:00Z,2056.14,2056.45,2055.29,2055.78,43,39
2026-06-01T08:34:00Z,2055.78,2056.20,2054.42,2055.96,43,34
2026-06-01T08:35:00Z,2055.96,2057.92,2055.67,2057.47,40,51
2026-06-01T08:36:00Z,2057.47,2059.66,2057.47,2059.66,43,38
2026-06-01T08:37:00Z,2059.66,2060.33,2059.38,2060.29,32,33
2026-06-01T08:38:00Z,2060.29,2061.24,2059.87,2060.18,35,46
2026-06-01T08:39:00Z,2060.18,2061.09,2060.18,2060.73,37,35
2026-06-01T08:40:00Z,2060.73,2061.01,2059.04,2059.04,32,37
2026-06-01T08:41:00Z,2059.04,2060.14,2058.90,2059.87,42,36
2026-06-01T08:42:00Z,2059.87,2061.24,2059.07,2061.23,40,44
2026-06-01T08:43:00Z,2061.23,2062.20,2061.23,2061.54,42,50
2026-06-01T08:44:00Z,2061.54,2061.90,2061.03,2061.03,30,33
2026-06-01T08:45:00Z,2061.03,2063.20,2060.84,2063.06,37,44
2026-06-01T08:46:00Z,2063.06,2064.96,2063.06,2064.96,33,41
2026-06-01T08:47:00Z,2064.96,2065.17,2064.10,2064.91,35,48
2026-06-01T08:48:00Z,2064.91,2065.76,2064.91,2065.76,37,33
2026-06-01T08:49:00Z,2065.76,2066.16,2064.50,2066.16,36,38
