time,open,high,low,close,tick_volume,spread
2026-06-01T08:00:00Z,4500.00,4501.38,4498.41,4501.38,126,173
2026-06-01T08:01:00Z,4501.38,4502.53,4498.83,4498.83,113,230
2026-06-01T08:02:00Z,4498.83,4501.67,4497.93,4501.67,111,183
2026-06-01T08:03:00Z,4501.67,4502.56,4500.16,4502.56,117,160
2026-06-01T08:04:00Z,4502.56,4502.57,4501.33,4501.54,114,134
2026-06-01T08:05:00Z,4501.54,4504.64,4501.17,4502.78,107,191
2026-06-01T08:06:00Z,4502.78,4502.78,4500.09,4502.54,118,152
2026-06-01T08:07:00Z,4502.54,4503.64,4501.69,4503.13,112,172
2026-06-01T08:08:00Z,4503.13,4503.13,4499.78,4500.56,112,160
2026-06-01T08:09:00Z,4500.56,4500.76,4496.30,4496.30,108,141
2026-06-01T08:10:00Z,4496.30,4497.01,4494.59,4495.48,117,102
2026-06-01T08:11:00Z,4495.48,4496.39,4493.98,4494.19,111,135
2026-06-01T08:12:00Z,4494.19,4494.40,4492.02,4492.83,112,119
2026-06-01T08:13:00Z,4492.83,4494.47,4488.66,4490.09,100,92
2026-06-01T08:14:00Z,4490.09,4491.39,4486.18,4487.33,102,108
2026-06-01T08:15:00Z,4487.33,4491.35,4487.33,4489.77,99,112
2026-06-01T08:16:00Z,4489.77,4491.60,4486.29,4486.29,99,87
2026-06-01T08:17:00Z,4486.29,4488.40,4484.59,4488.00,106,115
2026-06-01T08:18:00Z,4488.00,4492.16,4488.00,4491.37,110,88
2026-06-01T08:19:00Z,4491.37,4494.70,4490.24,4493.75,95,93
2026-06-01T08:20:00Z,4493.75,4498.03,4492.98,4495.02,103,101
2026-06-01T08:21:00Z,4495.02,4495.02,4492.20,4493.14,105,100
2026-06-01T08:22:00Z,4493.14,4496.49,4492.36,4493.90,94,95
2026-06-01T08:23:00Z,4493.90,4495.39,4493.77,4493.77,98,74
2026-06-01T08:24:00Z,4493.77,4493.77,4489.44,4489.82,98,97
2026-06-01T08:25:00Z,4489.82,4490.97,4489.42,4490.46,92,83
2026-06-01T08:26:00Z,4490.46,4491.51,4488.34,4490.14,101,75
2026-06-01T08:27:00Z,4490.14,4490.14,4486.93,4488.10,91,70
2026-06-01T08:28:00Z,4488.10,4490.08,4487.26,4487.26,92,78
2026-06-01T08:29:00Z,4487.26,4489.40,4486.90,4488.58,93,87
2026-06-01T08:30:00Z,4488.58,4489.08,4482.82,4483.00,95,72
2026-06-01T08:31:00Z,4483.00,4484.14,4480.37,4480.37,89,91
2026-06-01T08:32:00Z,4480.37,4480.37,4476.97,4478.40,96,78
2026-06-01T08:33:00Z,4478.40,4478.83,4475.70,4478.32,83,64
2026-06-01T08:34:00Z,4478.32,4478.32,4473.44,4475.19,85,61
2026-06-01T08:35:00Z,4475.19,4478.62,4475.19,4477.84,95,85
2026-06-01T08:36:00Z,4477.84,4478.36,4474.69,4474.69,93,60
2026-06-01T08:37:00Z,4474.69,4474.71,4471.63,4471.63,86,66
2026-06-01T08:38:00Z,4471.63,4473.45,4470.21,4472.58,92,64
2026-06-01T08:39:00Z,4472.58,4472.77,4468.85,4469.48,88,55
2026-06-01T08:40:00Z,4469.48,4475.42,4468.61,4475.42,86,61
2026-06-01T08:41:00Z,4475.42,4477.27,4473.91,4475.34,93,72
2026-06-01T08:42:00Z,4475.34,4475.38,4468.26,4469.41,76,54
2026-06-01T08:43:00Z,4469.41,4474.44,4469.41,4473.46,88,85
2026-06-01T08:44:00Z,4473.46,4473.77,4470.27,4470.27,80,71
2026-06-01T08:45:00Z,4470.27,4472.15,4470.27,4471.67,81,80
2026-06-01T08:46:00Z,4471.67,4475.31,4471.67,4475.31,87,68
2026-06-01T08:47:00Z,4475.31,4477.21,4475.13,4476.68,75,76
2026-06-01T08:48:00Z,4476.68,4476.74,4475.01,4475.62,87,81
2026-06-01T08:49:00Z,4475.62,4476.49,4474.74,4476.49,81,80
2026-06-01T08:50:00Z,4476.49,4481.16,4476.49,4481.16,83,60
2026-06-01T08:51:00Z,4481.16,4483.68,4481.16,4482.03,85,58
2026-06-01T08:52:00Z,4482.03,4483.29,4479.38,4480.56,79,78
2026-06-01T08:53:00Z,4480.56,4480.56,4476.57,4476.57,78,56
2026-06-01T08:54:00Z,4476.57,4476.98,4473.67,4473.67,80,59
2026-06-01T08:55:00Z,4473.67,4474.95,4470.75,4470.75,77,59
2026-06-01T08:56:00Z,4470.75,4473.18,4468.53,4468.53,78,77
2026-06-01T08:57:00Z,4468.53,4469.30,4467.42,4468.48,72,52
2026-06-01T08:58:00Z,4468.48,4470.00,4464.52,4464.52,68,63
2026-06-01T08:59:00Z,4464.52,4464.52,4462.05,4462.25,78,74
2026-06-01T09:00:00Z,4462.25,4462.69,4460.32,4462.43,73,53
2026-06-01T09:01:00Z,4462.43,4462.68,4458.10,4459.98,74,59
2026-06-01T09:02:00Z,4459.98,4461.39,4459.72,4460.77,62,75
